Trace1,,,,Trace2,,,,
Freq,,Amp,,Freq,,Amp,,
            68946923,Hz,              -53.46, dBm,            68946923,Hz,              -55.75, dBm,
            68961700,Hz,              -56.05, dBm,            68961700,Hz,              -56.09, dBm,
            68976477,Hz,              -55.40, dBm,            68976477,Hz,              -55.73, dBm,
            68991254,Hz,              -52.71, dBm,            68991254,Hz,              -56.06, dBm,
            69006031,Hz,              -52.92, dBm,            69006031,Hz,              -55.67, dBm,
            69020808,Hz,              -52.51, dBm,            69020808,Hz,              -55.90, dBm,
            69035585,Hz,              -57.67, dBm,            69035585,Hz,              -56.34, dBm,
            69050362,Hz,              -55.15, dBm,            69050362,Hz,              -55.82, dBm,
            69065139,Hz,              -55.16, dBm,            69065139,Hz,              -56.07, dBm,
            69079916,Hz,              -58.10, dBm,            69079916,Hz,              -56.20, dBm,
            69094693,Hz,              -51.35, dBm,            69094693,Hz,              -55.93, dBm,
            69109470,Hz,              -55.06, dBm,            69109470,Hz,              -55.93, dBm,
            69124247,Hz,              -49.50, dBm,            69124247,Hz,              -55.72, dBm,
            69139024,Hz,              -57.56, dBm,            69139024,Hz,              -55.86, dBm,
            69153801,Hz,              -53.11, dBm,            69153801,Hz,              -55.82, dBm,
            69168578,Hz,              -58.61, dBm,            69168578,Hz,              -56.35, dBm,
            69183355,Hz,              -55.63, dBm,            69183355,Hz,              -56.14, dBm,
            69198132,Hz,              -57.06, dBm,            69198132,Hz,              -56.24, dBm,
            69212909,Hz,              -57.08, dBm,            69212909,Hz,              -56.44, dBm,
            69227686,Hz,              -54.69, dBm,            69227686,Hz,              -56.49, dBm,
            69242463,Hz,              -54.62, dBm,            69242463,Hz,              -56.11, dBm,
            69257240,Hz,              -50.02, dBm,            69257240,Hz,              -56.35, dBm,
            69272017,Hz,              -50.56, dBm,            69272017,Hz,              -56.06, dBm,
            69286794,Hz,              -53.21, dBm,            69286794,Hz,              -56.15, dBm,
            69301571,Hz,              -56.58, dBm,            69301571,Hz,              -55.96, dBm,
            69316348,Hz,              -55.87, dBm,            69316348,Hz,              -56.27, dBm,
            69331125,Hz,              -52.05, dBm,            69331125,Hz,              -56.49, dBm,
            69345902,Hz,              -59.05, dBm,            69345902,Hz,              -57.07, dBm,
            69360679,Hz,              -56.89, dBm,            69360679,Hz,              -57.23, dBm,
            69375456,Hz,              -56.16, dBm,            69375456,Hz,              -57.17, dBm,
            69390233,Hz,              -50.64, dBm,            69390233,Hz,              -56.94, dBm,
            69405010,Hz,              -51.55, dBm,            69405010,Hz,              -57.39, dBm,
            69419787,Hz,              -51.69, dBm,            69419787,Hz,              -56.89, dBm,
            69434564,Hz,              -51.93, dBm,            69434564,Hz,              -57.21, dBm,
            69449341,Hz,              -55.18, dBm,            69449341,Hz,              -57.36, dBm,
            69464118,Hz,              -55.16, dBm,            69464118,Hz,              -57.59, dBm,
            69478895,Hz,              -57.57, dBm,            69478895,Hz,              -57.32, dBm,
            69493672,Hz,              -55.99, dBm,            69493672,Hz,              -57.64, dBm,
            69508449,Hz,              -54.24, dBm,            69508449,Hz,              -57.75, dBm,
            69523226,Hz,              -56.17, dBm,            69523226,Hz,              -57.88, dBm,
            69538003,Hz,              -55.73, dBm,            69538003,Hz,              -57.30, dBm,
            69552780,Hz,              -58.09, dBm,            69552780,Hz,              -58.05, dBm,
            69567557,Hz,              -51.02, dBm,            69567557,Hz,              -58.04, dBm,
            69582334,Hz,              -53.03, dBm,            69582334,Hz,              -58.37, dBm,
            69597111,Hz,              -64.96, dBm,            69597111,Hz,              -58.31, dBm,
            69611888,Hz,              -58.26, dBm,            69611888,Hz,              -57.82, dBm,
            69626665,Hz,              -53.28, dBm,            69626665,Hz,              -58.65, dBm,
            69641442,Hz,              -57.60, dBm,            69641442,Hz,              -58.15, dBm,
            69656219,Hz,              -52.89, dBm,            69656219,Hz,              -57.92, dBm,
            69670996,Hz,              -53.71, dBm,            69670996,Hz,              -58.19, dBm,
            69685773,Hz,              -55.77, dBm,            69685773,Hz,              -57.97, dBm,
            69700550,Hz,              -54.83, dBm,            69700550,Hz,              -58.58, dBm,
            69715327,Hz,              -59.93, dBm,            69715327,Hz,              -59.17, dBm,
            69730104,Hz,              -57.85, dBm,            69730104,Hz,              -58.69, dBm,
            69744881,Hz,              -55.28, dBm,            69744881,Hz,              -58.88, dBm,
            69759658,Hz,              -59.74, dBm,            69759658,Hz,              -59.92, dBm,
            69774435,Hz,              -58.98, dBm,            69774435,Hz,              -59.41, dBm,
            69789212,Hz,              -55.64, dBm,            69789212,Hz,              -58.94, dBm,
            69803989,Hz,              -62.54, dBm,            69803989,Hz,              -59.60, dBm,
