Trace1,
Freq,,Amp,,
           107919537,Hz,              -96.95, dBm,
           107933032,Hz,              -96.86, dBm,
           107946527,Hz,              -96.88, dBm,
           107960022,Hz,              -96.77, dBm,
           107973517,Hz,              -96.92, dBm,
           107987012,Hz,              -96.76, dBm,
           108000507,Hz,              -96.91, dBm,
           108014002,Hz,              -96.81, dBm,
           108027497,Hz,              -97.01, dBm,
           108040992,Hz,              -97.03, dBm,
           108054487,Hz,              -96.99, dBm,
           108067982,Hz,              -96.86, dBm,
           108081477,Hz,              -97.18, dBm,
           108094972,Hz,              -96.79, dBm,
